Code,species,Seed ID,Source code,Client,Project,Removed,Cleaned,Seedlot notes,100 sd wt (g),Seed per g,Available g,Stored g,Reserved g,100 sd wt (lb),Seed per lb,Available lb,Stored lb,Reserved lb,Available Sd,Stored Sd,Reserved Sd,Purity,Fill,Viability (TZ),Germ,Moisture,Est. PLS,Ecoregion,Prov. SZ,Tracking ID,date_collected,Site Name,Elevation,Latitude,Longitude,Forest/Park (near),Collection Notes,Last used date,Last action,Last used wt (g),Last used wt (lb),Last used project,FLAP,BSE
SOCA6,Solidago canadensis,SOCA6-RST-HEBO-23,SOCA6-RST-3035/<2-G0-3176-HEBO-23,RST,Mt. Hebo (RST),FALSE,TRUE,,0.005,20000,194.94,194.94,0,0.000011,,0.429769,0.429769,0,3898800,3898800,0,90.4,,,,7.9,,Coast Range,30-35/<2,23-302,10-Oct-23,Hebo,3176,45.213413,-123.75548,Siuslaw,Collected 10/4 and 10/10,7/15/2024,add (store),194.94,,Mt. Hebo (RST),FALSE,0
SOCA6,Solidago canadensis,SOCA6-RST-HYAK-23,SOCA6-RST-2530/<2-G0-2630-HYAK-23,RST,Hyak,FALSE,TRUE,,0.009,11111.11,41.237,41.237,0,0.00002,,0.090912,0.090912,0,458189,458188,0,99,96,,,29.5,439861,North Cascades,25-30/<2,23-275,26-Aug-23,Mt. Hyak,2630,47.38984,-121.396766,,,10/9/2024,add (store),41.237,,Hyak,TRUE,0
SOCA6,Solidago canadensis,SOCA6-RST-MTHEBO-23,SOCA6-RST-3035/<2-G0-3176-MTHEBO-23,RST,Mt. Hebo (RST),FALSE,TRUE,,0.007,14285.71,77.34,77.34,0,0.000015,,0.170506,0.170506,0,1104857,1104856,0,85,,,,33.8,,,30-35/<2,23-293,4-Aug-23,Mt. Hebo,3176,45.213413,-123.75548,Siuslaw,,6/29/2024,add (store),77.34,,Mt. Hebo (RST),FALSE,0
SOCA6,Solidago canadensis,SOCA6-RST-ENTERPRISE-23,SOCA6-RST-2025/<2-G0-836-ENTERPRISE-23,RST,MBS,FALSE,TRUE,,0.009,11111.11,7.137,7.137,0,0.00002,,0.015734,0.015734,0,79300,79299,0,96.8,,,,12.3,,,20-25/<2,23-277,3-Sep-23,MBS,836,48.64456,-121.676649,Mt. Baker - Snoqualmie,,6/29/2024,add (store),7.137,,Enterprise,TRUE,0
SOSI2,Sorbus sitchensis,SOSI-RST-Hillscrk-21-1,SOSI2-RST-3035/<2-G0-2000-Hillscrk-21-1,RST,Hills Creek,FALSE,TRUE,,0.6,166.67,1.53,1.53,0,0.001323,,0.003373,0.003373,0,255,255,0,,70,,,,178,,30-35/<2,,1-Jan-21,,2000,,,Willamette,!imported; ,5/5/2024,import,-0.01,,,FALSE,0
SOSI2,Sorbus sitchensis,0613-02,SOSI-06-451-06-100-55/60-TIMBERLINE-13,RST,Timberline Lodge,FALSE,TRUE,,0.38,263.16,345.75,345.75,0,0.000838,,0.762248,0.762248,0,90988,90987,0,99,95,,,,86439,,20-25/<2,,1-Jan-13,,5500,,,Mt. Hood,!imported from SS; ,5/5/2024,import,-2.15534779,,,FALSE,0
SOSI2,Sorbus sitchensis,0613-04,SOSI-06-451-06-100-38/42-TRILLIUMLK-13,RST,HWY 35,FALSE,TRUE,,0.52,192.31,33.337,33.61,0.273,0.001146,,0.073495,0.074097,0.000602,6411,6463,53,99,90,,,,5770,,20-25/<2,,1-Jan-13,,3800,,,Mt. Hood,!imported from SS; ,5/5/2024,import,-0.40942775,,,FALSE,0
SPDO,Spiraea douglasii,spdo-06-2013-1,SPDO-RST-2025/<2-G0-MIRRORLAKE-13,RST,Mirror lake,FALSE,TRUE,,,,8.09,8.09,0,,,0.017835,0.017835,0,,,,,,,,,,,20-25/<2,,1-Jan-13,,1200,,,Mt. Hood,!imported; ,2013,add (store),8.09,,,FALSE,0
SPDO,Spiraea douglasii,0613-05,SPDO-06-451-09-100-38/42-TRILLIUMLAKE-13,RST,Detroit (RST),FALSE,TRUE,,0.01,10000,2.114,2.15,0.0364,0.000022,,0.004661,0.00474,0.00008,21140,21500,364,83,98,,,,20717,,20-25/<2,,1-Jan-13,,3800,,,Mt. Hood,!imported from SS; ,5/5/2024,import,-0.11796185,,,FALSE,0
SPDO,Spiraea douglasii,SPDO-02-2018-1,SPDO-RST-2025/3-6-G0-KLAMATHLAKE-18,RST,Klamath Lake,FALSE,TRUE,,0.02,5000,0.35,0.35,0,0.000044,,0.000772,0.000772,0,1750,1750,0,,40,,,,700,,20-25/3-6,,1-Jan-18,,4100,,,Fremont,!imported; ,3/4/2025,strat/sow,-0.15,,Klamath County,FALSE,0
SPDO,Spiraea douglasii,FHWA-0610-13,SPDO-06-661-06-100-43-FHWA-HWY35-10,RST,HWY 35,FALSE,TRUE,,0.01,10000,17.99,17.99,0,0.000022,,0.039661,0.039661,0,179900,179899,0,90,90,,,,161910,,20-25/<2,,1-Jan-10,,4300,,,Mt. Hood,!imported; ,2010,add (store),17.99,,,FALSE,0
STAM2,Streptopus amplexifolius,STSP-12-2017-2,STSP-RST-3035/<2-G0-NESTUCCA-17,RST,Nestucca,FALSE,TRUE,,2.87,34.84,10.36,10.36,0,0.006327,,0.02284,0.02284,0,361,360,0,,92,,,,332,,30-35/<2,,1-Jan-17,,980,,,Siuslaw,!imported; ,5/5/2024,import,-9.21,,,FALSE,0
SYMO,Symphoricarpos mollis,SYMO-RST-HILLSCREEK-21-1,SYMO-RST-3035/<2-G0-2100-Hillscrk-21,RST,Hills Creek,FALSE,TRUE,,0.23,434.78,1.27,1.27,0,0.000507,,0.0028,0.0028,0,552,552,0,,10,,,,55,,30-35/<2,,1-Jan-21,,2100,,,Willamette,!imported; ,5/5/2024,import,-0.01,,,FALSE,0
SYOR2,Symphoricarpos oreophilus,RST-WFL15-01,SYOR2-RST/WFL-3035/<2-G0-Wynoochee-15,RST,Unassigned - RST,FALSE,TRUE,,0.8,125,5.71,5.71,0,0.001764,,0.012588,0.012588,0,714,713,0,98,91,,,,650,,30-35/<2,,1-Jan-15,,3000,,,,!imported; ,5/5/2024,import,-0.51,,,FALSE,0
SYSU4,Symphyotrichum subspicatum,SYSU4-RST-MBS-23,SYSU4-RST-2530/<2-G0-2523-MBS-23,RST,MBS,FALSE,TRUE,,0.022,4545.45,0.124,0.124,0,0.000049,,0.000273,0.000273,0,564,563,0,99,60,,,,338,North Cascades,25-30/<2,23-290,28-Aug-23, Huckleberry Peak Rd.,2523,47.40785,-121.369859,,,10/29/2024,add (store),0.124,,MBS,TRUE,0
TABR2,Taxus brevifolia,TABR5-18-2018-1,TABR5-RST-3035/<2-G0-SFMCKENZIE-18,RST,SF McKenzie,FALSE,TRUE,,3.08,32.47,2.19,2.19,0,0.00679,,0.004828,0.004828,0,71,71,0,,91.8,,,,65,,30-35/<2,,1-Jan-18,,2150,44.286343,-122.036292,Willamette,!imported; ,2018,add (store),2.19,,,FALSE,0
TEGR2,Tellima grandiflora,TEGR2-RST-HCRHSTW-21-1,TEGR2-RST-3035/-3-6-G0-500-HCRHSTW-21-1,RST,HCRHST,FALSE,TRUE,,0.004,25000,3.08,3.08,0,0.000009,,0.00679,0.00679,0,77000,77000,0,,90,,,,69300,,30-35/3-6,,1-Jan-21,,500,,,Columbia River Gorge NSA,!imported; ,2021,add (store),3.08,,,FALSE,0
THPL,Thuja plicata,THPL-RST-SFMCK-2016-1,THPL-RST-SFMCK-3035/<2-1200-G0-2016,RST,SF McKenzie,FALSE,TRUE,,0.14,714.29,8.119,8.21,0.091,0.000309,,0.017899,0.0181,0.000201,5799,5864,65,,72,,,,4175,,30-35/<2,,1-Jan-16,,1200,,,Willamette,!imported; ,5/5/2024,import,-0.01,,,FALSE,0
TOME,Tolmiea menziesii,TOME-RST-MARYSPEAK-22-1,TOME-RST-3035/<2-G0-1053-Maryspeak-22-1,RST,Mary's Peak,FALSE,TRUE,,0.02,5000,0.86,0.86,0,0.000044,,0.001896,0.001896,0,4300,4300,0,,50,,,,2150,,30-35/<2,,1-Jan-22,,1053,44.50912,-123.560077,Siuslaw,!imported; ,2022,add (store),0.86,,,FALSE,0
TOME,Tolmiea menziesii,TOME-RST-CAPEMEARES-22-1,TOME-RST-35-40/<2-G0-0148-CAPEMEARES-22-1,RST,Cape Meares,FALSE,TRUE,,0.01,10000,1.41,1.41,0,0.000022,,0.003109,0.003109,0,14100,14100,0,,88,,,,12408,,35-40/<2,,1-Jan-22,,148,,,Cape Meares,!imported; ,5/6/2024,strat/sow,-0.05,,Cape Meares,FALSE,0
TROV2,Trillium ovatum,TROV2-MARYSPEAK-2021-1,TROV2-RST-3035/<2-G0-3600-MARYSPEAK-21,RST,Mary's Peak,FALSE,TRUE,,0.64,156.25,0.44,0.44,0,0.001411,,0.00097,0.00097,0,69,68,0,,96.6,,,,67,,30-35/<2,,1-Jan-21,,3600,,,Siuslaw,!imported; ,2021,add (store),0.44,,,FALSE,0
TROV2,Trillium ovatum,TROV2-RST-HILLSCRK-2021-1,TROV2-RST-3035/<2-G0-1200-HILLSCRK-21,RST,Hills Creek,FALSE,TRUE,,0.91,109.89,2.59,2.59,0,0.002006,,0.00571,0.00571,0,285,284,0,,93,,,,265,,30-35/<2,,1-Jan-21,,1200,,,Willamette,!imported; ,2021,add (store),2.59,,,FALSE,0
VAAL3,Vaccinium alaskaense,FHWA-0609-04,VAAL3-06-860-06-100-HWY35-09,RST,HWY 35,FALSE,TRUE,,0.02,5000,2.1,2.4,0.2995,0.000044,,0.00463,0.005291,0.00066,10500,12000,1498,94,75,,,,7875,,20-25/<2,,1-Jan-09,,3500,,,Mt. Hood,!imported; ,5/5/2024,import,-2.136,,,FALSE,0
VAME,Vaccinium membranaceum,FHWA-0609-05,VAME-06-860-06-100-35-HWY-35-09,RST,HWY 35,FALSE,TRUE,,0.01,10000,6.23,6.23,0,0.000022,,0.013735,0.013735,0,62300,62300,0,,60,,,,37380,,20-25/<2,,1-Jan-09,,3500,,,Mt. Hood,!imported; ,5/5/2024,import,-4.2,,,FALSE,0
VAME,Vaccinium membranaceum,1017-01,VAME-1024-xx/xx-G0-HUCKLEBERRYGAP-17,RST,Unassigned - RST,FALSE,TRUE,,0.02,5000,41.895,41.94,0.045,0.000044,,0.092363,0.092462,0.000099,209475,209700,225,,,,,,,,,,1-Jan-17,,,,,Rogue River,!imported; ,2017,add (store),41.94,,,FALSE,0
VAOV2,Vaccinium ovatum,VAOV-CAPEMEARES-19-1,VAOV-RST-3540/<2-G0-0203-CAPEMEARES-19,RST,Cape Meares,FALSE,TRUE,,0.03,3333.33,7.02,7.02,0,0.000066,,0.015476,0.015476,0,23400,23399,0,,24,,,,5616,,35-40/<2,,1-Jan-19,,290,45.32492,-123.941556,Cape Meares,!imported; ,2019,add (store),7.02,,,FALSE,0
VAOV2,Vaccinium ovatum,VAOV2-RST-Hillscrk-21-1,VAOV2-RST-3035/<2-G0-3500-HILLSCRK-21-1,RST,Hills Creek,FALSE,TRUE,,0.02,5000,0.77,0.77,0,0.000044,,0.001698,0.001698,0,3850,3850,0,,70,,,,2695,,30-35/<2,,1-Jan-21,,3500,,,Willamette,!imported; ,2021,add (store),0.77,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2018-1,VAPA-RST-3035/<2-G0-NESTUCCA-18,RST,Nestucca,FALSE,TRUE,,0.02,5000,0.7,0.7,0,0.000044,,0.001543,0.001543,0,3500,3500,0,,99,,,,3465,,30-35/<2,,1-Jan-18,,700,,,Siuslaw,!imported; ,2018,add (store),0.7,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-18-2016-01,VAPA-RST-3035/<2-G0-1015-SFMCKENZIE-16,RST,SF McKenzie,FALSE,TRUE,,0.02,5000,0.045,0.09,0.045,0.000044,,0.000099,0.000198,0.000099,225,450,225,,30,,,,68,,30-35/<2,,1-Jan-16,,1200,,,Willamette,!imported; ,2016,add (store),0.09,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-18-2017-01,VAPA-RST-30-35/<2-G0-SFMCKENZIE-17,RST,SF McKenzie,FALSE,TRUE,,0.016,6250,0.2,0.2,0,0.000035,,0.000441,0.000441,0,1250,1250,0,,99,,,,1238,,30-35/<2,,1-Jan-17,,1200,,,Willamette,!imported; ,2017,add (store),0.2,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-18-2017-02,VAPA-RST-30-35/<2-G0-SFMCKENZIE-17-2,RST,SF McKenzie,FALSE,TRUE,[appended source code VAPA-RST-30-35/<2-G0-SFMCKENZIE-17 to make unique] ,0.01,10000,0.02,0.02,0,0.000022,,0.000044,0.000044,0,200,200,0,,99,,,,198,,30-35/<2,,1-Jan-17,,1200,,,Willamette,!imported; ,11/27/2024,strat/sow,-0.03,,Protocol development,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-06-2017-1,VAPA-RST-2025/<2-G0-MIRRORLAKE-17,RST,Mirror lake,FALSE,TRUE,,0.01,10000,0.08,0.08,0,0.000022,,0.000176,0.000176,0,800,800,0,,12,,,,96,,20-25/<2,,1-Jan-17,,4100,,,Mt. Hood,!imported; ,5/5/2024,import,-0.05,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-18-2018-1,VAPA-RST-3035/<2-G0-SFMCKENZIE-18,RST,SF McKenzie,FALSE,TRUE,,0.01,10000,0.15,0.15,0,0.000022,,0.000331,0.000331,0,1500,1500,0,,99,,,,1485,,30-35/<2,,1-Jan-18,,1600,44.163801,-122.27085,Willamette,!imported; ,5/5/2024,import,-0.12,,,FALSE,0
VAPA,Vaccinium parvifolium,RST-WIL16-01,VAPA-RST-FS-30/35/<2-G0-SFKMCKENZIE-16,RST,Unassigned - RST,FALSE,TRUE,,0.01,10000,3.63,3.63,0,0.000022,,0.008003,0.008003,0,36300,36300,0,,,,,,,,30-35/<2,,1-Jan-16,,,,,Willamette,!imported; ,2016,add (store),3.63,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-HILLSCRK-2021-1,VAPA-RST-3035/<2-1200-HILLSCREEK-21,RST,Hills Creek,FALSE,TRUE,,0.01,10000,3.27,3.27,0,0.000022,,0.007209,0.007209,0,32700,32700,0,,22,,,,7194,,30-35/<2,,1-Jan-21,,1200,,,Willamette,!imported; ,2021,add (store),3.27,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2018-3,VAPA-RST-3035/<2-G0-NESTUCCA-18-3,RST,Nestucca,FALSE,TRUE,[appended source code VAPA-RST-3035/<2-G0-NESTUCCA-18 to make unique] ,0.02,5000,1.22,1.22,0,0.000044,,0.00269,0.00269,0,6100,6100,0,,99,,,,6039,,30-35/<2,,1-Jan-18,,700,,,Siuslaw,!imported; ,11/27/2024,strat/sow,-0.04,,Protocol development,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2018-2,VAPA-RST-3035/<2-G0-0510-NESTUCCA-18,RST,Nestucca,FALSE,TRUE,,0.02,5000,0.68,0.68,0,0.000044,,0.001499,0.001499,0,3400,3400,0,,99,,,,3366,,30-35/<2,,1-Jan-18,,784,,,Siuslaw,!imported; ,2018,add (store),0.68,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-HILLSCRK-23-1,VAPA-RST-3035/<2-G0-1572-HILLSCRK-23-1,RST,Hills Creek,FALSE,TRUE,,0.016,6250,0.292,0.292,0,0.000035,,0.000644,0.000644,0,1825,1824,0,,10,,,,182,,30-35/<2,,1-Jan-23,,1572,43.690854,-122.446056,,!imported; ,2023,add (store),0.292,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2017-4,VAPA-RST-3035/<2-G0-NESTUCCA-17,RST,Nestucca,FALSE,TRUE,,0.01,10000,1.07,1.07,0,0.000022,,0.002359,0.002359,0,10700,10700,0,,99,,,,10593,,30-35/<2,,1-Jan-17,,600,,,Siuslaw,!imported; ,2017,add (store),1.07,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2017-2,VAPA-RST-30-35/<2-G0-NESTUCCA-17,RST,Nestucca,FALSE,TRUE,,0.018,5555.56,0.2,0.2,0,0.00004,,0.000441,0.000441,0,1111,1111,0,,,,,,,,30-35/<2,,1-Jan-17,,1200,,,Siuslaw,!imported; ,5/5/2024,import,-0.02,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-12-2017-1,VAPA-RST-3035/<2-G0-0304-NESTUCCA-17,RST,Nestucca,FALSE,TRUE,,0.011,9090.91,0.6,0.6,0,0.000024,,0.001323,0.001323,0,5455,5454,0,,,,,,,,30-35/<2,,1-Jan-17,,325,,,Siuslaw,!imported; ,2017,add (store),0.6,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-MARYSPEAK-2020-1,VAPA-RST-3035<2-G0-3600-MARYSPEAK-20,RST,Mary's Peak,FALSE,TRUE,,0.03,3333.33,0.03,0.03,0,0.000066,,0.000066,0.000066,0,100,99,0,100,58.3,,,,58,,30-35/<2,,1-Jan-20,,3600,44.507297,-123.572616,Siuslaw,!imported; ,2020,add (store),0.03,,,FALSE,0
VAPA,Vaccinium parvifolium,RST-WIL16-12,VAPA-RST-FS-3035/<2-G0-1015-SFMCKENZIE-16,RST,SF McKenzie,FALSE,TRUE,,0.02,5000,1.07,1.07,0,0.000044,,0.002359,0.002359,0,5350,5350,0,99,92,,,,4922,,30-35/<2,,1-Jan-16,,1200,,,Willamette,!imported; ,5/5/2024,import,-1.972,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-HILLSCRK-2021-2,VAPA-RST-3035/<2-G0-1500-Hillscreek-21,RST,Hills Creek,FALSE,TRUE,,0.01,10000,2.5,2.5,0,0.000022,,0.005512,0.005512,0,25000,25000,0,,25,,,,6250,,30-35/<2,,1-Jan-21,,1500,,,Willamette,!imported; ,5/5/2024,import,-0.55,,,FALSE,0
VAPA,Vaccinium parvifolium,FHWA-1207-10,VAPA-12-FHWA-BLAINERD-07,RST,Nestucca,FALSE,TRUE,,0.02,5000,23.31,23.31,0,0.000044,,0.05139,0.05139,0,116550,116550,0,99,90,93,,,108392,,30-35/<2,,1-Jan-07,,,,,Siuslaw,!imported; ,9/26/2024,strat/sow,0,,Cape Meares,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-HILLSCRK-22-1,VAPA-RST-3035<2-G0-0621-Hillscrk-22-1,RST,Hills Creek,FALSE,TRUE,,0.02,5000,2.698,2.698,0,0.000044,,0.005948,0.005948,0,13490,13490,0,,70,,,,9443,,30-35/<2,,1-Jan-22,,621,,,Willamette,!imported; ,5/5/2024,import,-0.242,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-Hillscrk-22-2,VAPA-RST-30-35<2-G0-0491-Hillscrk-22,RST,Hills Creek,FALSE,TRUE,,0.033,3030.3,0.643,0.643,0,0.000073,,0.001418,0.001418,0,1948,1948,0,,74,,,,1442,,30-35/<2,,1-Jan-22,,491,,,Willamette,!imported; ,5/5/2024,import,-0.387,,,FALSE,0
VAPA,Vaccinium parvifolium,VAPA-RST-Hillscrk-22-3,VAPA-RST-30-35<2-G0-0267-Hillscrk-22,RST,Hills Creek,FALSE,TRUE,,0.01,10000,2.56,2.56,0,0.000022,,0.005644,0.005644,0,25600,25600,0,,63,,,,16128,,30-35/<2,,1-Jan-22,,267,,,Willamette,!imported; ,5/5/2024,import,-0.05,,,FALSE,0
VIAD,Viola adunca,SG1-16-MH147,VIAD-RST-xx/xx-G1+-unk-MTHEBO-16-1,RST,Mt. Hebo (RST),FALSE,TRUE,,0.11,909.09,1954.45,1954.45,0,0.000243,,4.308824,4.308824,0,1776771,1776770,0,,99,,,,1759003,,,,1-Jan-16,,,,,,!imported; ,11/27/2024,strat/sow,-0.33,,Protocol development,FALSE,0
VIAD,Viola adunca,SG1-13-MH147,VIAD-RST-xx/xx-G1+-unk-MTHEBO-13-1,RST,Mt. Hebo (RST),FALSE,TRUE,,0.08,1250,4207.1,4207.1,0,0.000176,,9.275067,9.275067,0,5258875,5258875,0,,96,,,,5048520,,,,1-Jan-13,,,,,Siuslaw,!imported; ,5/5/2024,import,-682.48,,,FALSE,0
VIAD,Viola adunca,[24-273-VIAD],[24-273-VIAD],RST,Mt. Hebo (RST),FALSE,TRUE,,,,0,0,0,,,0,0,0,,,,,,,,,,Coast Range,30-35/<2,24-273,23-Jul-25,Mary's Peak,3681,44.509918,-123.550785,Siuslaw,,2/26/2025,check-in,0,,Mt. Hebo (RST),FALSE,0
VIAD,Viola adunca,VIAD-RST-MARYSPEAK-2020-1,VIAD-RST-3035/<2-GO-3600-MARYSPEAK-20,RST,Mary's Peak,FALSE,TRUE,,0.1,1000,0.32,0.32,0,0.00022,,0.000705,0.000705,0,320,320,0,100,94,,,,301,,30-35/<2,,1-Jan-20,,3600,44.45073,-123.572616,Siuslaw,!imported; ,2020,add (store),0.32,,,FALSE,0
VIAD,Viola adunca,VIAD-RST-MARYSPEAK-2020-2,VIAD-RST-3035/<2-GO-3600-MARYSPEAK-20-2,RST,Mary's Peak,FALSE,TRUE,[appended source code VIAD-RST-3035/<2-GO-3600-MARYSPEAK-20 to make unique] ,0.11,909.09,1.94,1.94,0,0.000243,,0.004277,0.004277,0,1764,1763,0,100,93,,,,1641,,30-35/<2,,1-Jan-20,,3600,44.45073,-123.572616,Siuslaw,!imported; ,2/20/2025,strat/sow,-0.66,,Mary's Peak,FALSE,0
VIGL,Viola glabella,VIGL-RST-MARYSPEAK-2020-1,VIGL-RST-3035/<2-GO-3600-MARYSPEAK-20,RST,Mary's Peak,FALSE,TRUE,,0.18,555.56,2.21,2.21,0,0.000397,,0.004872,0.004872,0,1228,1227,0,100,82,,,,1007,,30-35/<2,,1-Jan-20,,3600,44.507297,-123.572616,Siuslaw,!imported; ,2/20/2025,strat/sow,-0.54,,Mary's Peak,FALSE,0
VIGL,Viola glabella,VIGL-RST-MARYSPEAK-2020-2,VIGL-RST-3035/<2-GO-3600-MARYSPEAK-20-2,RST,Mary's Peak,FALSE,TRUE,[appended source code VIGL-RST-3035/<2-GO-3600-MARYSPEAK-20 to make unique] ,,,0.12,0.12,0,,,0.000265,0.000265,0,,,,100,81.1,,,,,,30-35/<2,,1-Jan-20,,3600,44.507297,-123.572616,Siuslaw,!imported; ,2020,add (store),0.12,,,FALSE,0
WYMO,Wyethia mollis,WYMO-RST-HILLSCRK-22-1,WYMO-RST-3035/<2-G0-1000-HILLSCRK-22,RST,Hills Creek,FALSE,TRUE,,0.79,126.58,163.15,163.15,0,0.001742,,0.359684,0.359684,0,20652,20651,0,,32,,,,6609,,30-35/<2,,1-Jan-22,,1000,,,Willamette,!imported; ,2022,add (store),163.15,,,FALSE,0
WYMO,Wyethia mollis,RST19-04,WYMO-RST-2025/0306-G0-44-KLAMATHLK-19,RST,Klamath Lake,FALSE,TRUE,,2.49,40.16,52.69,52.69,0,0.00549,,0.116162,0.116162,0,2116,2116,0,,81,,,,1714,,20-25/3-6,,1-Jan-19,,4400,42.227099,-121.797952,Fremont,!imported; ,5/5/2024,import,-8.146,,,FALSE,0
XETE,Xerophyllum tenax,XETE-06-2013-1,XETE-RST-2025/<2-G0-MIRRORLAKE-13,RST,Mirror lake,FALSE,TRUE,,0.28,357.14,0,11.02,11.02,0.000617,,0,0.024295,0.024295,0,3935,3936,,79,,,,0,,20-25/<2,,1-Jan-13,,4100,,,Mt. Hood,!imported; ,5/5/2024,import,-2.15,,,FALSE,0
XETE,Xerophyllum tenax,XETE-18-2018-1,XETE-RST-3035/<2-G0-SFMCKENZIE-18,RST,SF McKenzie,FALSE,TRUE,,0.26,384.62,0,30.28,30.28,0.000573,,0,0.066756,0.066756,0,11646,11646,,40,,,,0,,30-35/<2,,1-Jan-18,,3291,44.147887,-122.253791,Willamette,!imported; ,2018,add (store),30.28,,,FALSE,0
